"Date","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted"
"2020-03-30",152.440002441406,160.600006103516,150.009994506836,160.229995727539,63420300,155.139678955078
"2020-03-31",159.399993896484,164.779998779297,156.559997558594,157.710006713867,77927200,152.699752807617
"2020-04-01",153,157.75,150.820007324219,152.110000610352,57969900,147.27766418457
"2020-04-02",151.860000610352,155.479995727539,150.360000610352,155.259994506836,49630700,150.327575683594
"2020-04-03",155.100006103516,157.380004882812,152.190002441406,153.830001831055,41243300,148.943008422852
"2020-04-06",160.320007324219,166.5,157.580001831055,165.270004272461,67111700,160.019592285156
"2020-04-07",169.589996337891,170,163.259994506836,163.490005493164,62769000,158.296127319336
"2020-04-08",165.669998168945,166.669998168945,163.5,165.130004882812,48318200,159.884033203125
"2020-04-09",166.360000610352,167.369995117188,163.330001831055,165.139999389648,51385100,159.893692016602
"2020-04-13",164.350006103516,165.570007324219,162.300003051758,165.509994506836,41905300,160.251953125
"2020-04-14",169,173.75,168,173.699996948242,52874300,168.181747436523
"2020-04-15",171.199996948242,173.570007324219,169.240005493164,171.880004882812,40940800,166.419586181641
"2020-04-16",174.300003051758,177.279998779297,172.899993896484,177.039993286133,50479600,171.415634155273
"2020-04-17",179.5,180,175.869995117188,178.600006103516,52765600,172.92610168457
"2020-04-20",176.630004882812,178.75,174.990005493164,175.059997558594,36669600,169.498565673828
"2020-04-21",173.5,173.669998168945,166.110000610352,167.820007324219,56203700,162.488555908203
"2020-04-22",171.389999389648,174,170.820007324219,173.520004272461,34620200,168.007461547852
"2020-04-23",174.110000610352,175.059997558594,170.910003662109,171.419998168945,32790800,165.974212646484
"2020-04-24",172.059997558594,174.559997558594,170.710006713867,174.550003051758,34277600,169.004745483398
"2020-04-27",176.589996337891,176.899993896484,173.300003051758,174.050003051758,33194400,168.520629882812
"2020-04-28",175.589996337891,175.669998168945,169.389999389648,169.809997558594,34392700,164.41535949707
"2020-04-29",173.220001220703,177.679992675781,171.880004882812,177.429992675781,51286600,171.793258666992
"2020-04-30",180,180.399993896484,176.229995727539,179.210006713867,53875900,173.516693115234
"2020-05-01",175.800003051758,178.639999389648,174.009994506836,174.570007324219,39370500,169.024124145508
"2020-05-04",174.490005493164,179,173.800003051758,178.839996337891,30372900,173.158477783203
"2020-05-05",180.619995117188,183.649993896484,179.899993896484,180.759994506836,36839200,175.017471313477
"2020-05-06",182.080001831055,184.199996948242,181.630004882812,182.539993286133,32139300,176.740905761719
"2020-05-07",184.169998168945,184.550003051758,182.580001831055,183.600006103516,28316000,177.767242431641
"2020-05-08",184.979995727539,185,183.360000610352,184.679992675781,30877800,178.812942504883
"2020-05-11",183.149993896484,187.509994506836,182.850006103516,186.740005493164,30892700,180.807540893555
"2020-05-12",186.800003051758,187.039993286133,182.300003051758,182.509994506836,32038200,176.711868286133
"2020-05-13",182.550003051758,184.050003051758,176.539993286133,179.75,44711500,174.039566040039
"2020-05-14",177.539993286133,180.690002441406,175.679992675781,180.529998779297,41873900,174.794769287109
"2020-05-15",179.059997558594,187.059997558594,177,183.160003662109,46610400,177.341217041016
"2020-05-18",185.75,186.199996948242,183.960006713867,184.910003662109,35264500,179.035629272461
"2020-05-19",185.029998779297,186.600006103516,183.490005493164,183.630004882812,26799100,177.796310424805
"2020-05-20",184.809997558594,185.850006103516,183.940002441406,185.660003662109,31261300,180.262481689453
"2020-05-21",185.399993896484,186.669998168945,183.289993286133,183.429992675781,29119500,178.097290039062
"2020-05-22",183.190002441406,184.460006713867,182.539993286133,183.509994506836,20826900,178.174942016602
"2020-05-26",186.339996337891,186.5,181.100006103516,181.570007324219,36073600,176.291381835938
"2020-05-27",180.199996948242,181.990005493164,176.600006103516,181.809997558594,39517100,176.524383544922
"2020-05-28",180.740005493164,184.149993896484,180.380004882812,181.399993896484,33810200,176.12629699707
"2020-05-29",182.729995727539,184.270004272461,180.410003662109,183.25,42130400,177.92253112793
"2020-06-01",182.539993286133,183,181.460006713867,182.830001831055,22622400,177.514739990234
"2020-06-02",184.25,185,181.350006103516,184.910003662109,30794600,179.534255981445
"2020-06-03",184.820007324219,185.940002441406,183.580001831055,185.360000610352,27311000,179.971176147461
"2020-06-04",184.300003051758,185.839996337891,182.300003051758,182.919998168945,28761800,177.602111816406
"2020-06-05",182.619995117188,187.729995727539,182.009994506836,187.199996948242,39893600,181.757675170898
"2020-06-08",185.940002441406,188.550003051758,184.440002441406,188.360000610352,33211600,182.88395690918
"2020-06-09",188,190.699996948242,187.259994506836,189.800003051758,29783900,184.282104492188
"2020-06-10",191.130004882812,198.520004272461,191.009994506836,196.839996337891,43872300,191.117416381836
"2020-06-11",193.130004882812,195.759994506836,186.070007324219,186.270004272461,52854700,180.854721069336
"2020-06-12",190.539993286133,191.720001220703,185.179992675781,187.740005493164,43373600,182.281997680664
"2020-06-15",184.580001831055,190.820007324219,184.009994506836,188.940002441406,32770200,183.447113037109
"2020-06-16",192.889999389648,195.580001831055,191.460006713867,193.570007324219,42556700,187.942504882812
"2020-06-17",195.029998779297,196.320007324219,193.690002441406,194.240005493164,25687800,188.593002319336
"2020-06-18",194,196.490005493164,194,196.320007324219,23061600,190.612548828125
"2020-06-19",198.589996337891,199.289993286133,194.369995117188,195.149993896484,44441100,189.476547241211
"2020-06-22",195.789993286133,200.759994506836,195.229995727539,200.570007324219,32818900,194.738998413086
"2020-06-23",202.089996337891,203.949996948242,201.429992675781,201.910003662109,30917400,196.040054321289
"2020-06-24",201.600006103516,203.25,196.559997558594,197.839996337891,36740600,192.088363647461
"2020-06-25",197.800003051758,200.610000610352,195.470001220703,200.339996337891,27803900,194.515686035156
"2020-06-26",199.729995727539,199.889999389648,194.880004882812,196.330001831055,54675800,190.622268676758
"2020-06-29",195.779998779297,198.529998779297,193.550003051758,198.440002441406,26701600,192.670913696289
"2020-06-30",197.880004882812,204.399993896484,197.740005493164,203.509994506836,34310300,197.593505859375
"2020-07-01",203.139999389648,206.350006103516,201.770004272461,204.699996948242,32061200,198.748931884766
"2020-07-02",205.679992675781,208.020004272461,205,206.259994506836,29315800,200.263565063477
"2020-07-06",208.830001831055,211.130004882812,208.089996337891,210.699996948242,31897600,204.574478149414
"2020-07-07",210.449996948242,214.669998168945,207.990005493164,208.25,33600700,202.195739746094
"2020-07-08",210.070007324219,213.259994506836,208.690002441406,212.830001831055,33600000,206.642578125
"2020-07-09",216.330001831055,216.380004882812,211.470001220703,214.320007324219,33121700,208.089248657227
"2020-07-10",213.619995117188,214.080001831055,211.080001831055,213.669998168945,26177600,207.458145141602
"2020-07-13",214.479995727539,215.800003051758,206.5,207.070007324219,38135600,201.050033569336
"2020-07-14",206.130004882812,208.850006103516,202.029998779297,208.350006103516,37591800,202.292816162109
"2020-07-15",209.559997558594,211.330001831055,205.029998779297,208.039993286133,32179400,201.991851806641
"2020-07-16",205.399993896484,205.699996948242,202.309997558594,203.919998168945,29940700,197.991607666016
"2020-07-17",204.470001220703,205.039993286133,201.389999389648,202.880004882812,31635300,196.981842041016
"2020-07-20",205,212.300003051758,203.009994506836,211.600006103516,36884800,205.448318481445
"2020-07-21",213.660003662109,213.940002441406,208.029998779297,208.75,37990400,202.681182861328
"2020-07-22",209.199996948242,212.300003051758,208.389999389648,211.75,49605700,205.593948364258
"2020-07-23",207.190002441406,210.919998168945,202.149993896484,202.539993286133,67457000,196.651702880859
"2020-07-24",200.419998168945,202.860000610352,197.509994506836,201.300003051758,39827000,195.44775390625
"2020-07-27",201.470001220703,203.970001220703,200.860000610352,203.850006103516,30160900,197.923645019531
"2020-07-28",203.610000610352,204.699996948242,201.740005493164,202.020004272461,23251400,196.146820068359
"2020-07-29",202.5,204.649993896484,202.009994506836,204.059997558594,19632600,198.127502441406
"2020-07-30",201,204.460006713867,199.570007324219,203.899993896484,25079600,197.972183227539
"2020-07-31",204.399993896484,205.100006103516,199.009994506836,205.009994506836,51044000,199.049896240234
"2020-08-03",211.520004272461,217.639999389648,210.440002441406,216.539993286133,78983000,210.244705200195
"2020-08-04",214.169998168945,214.770004272461,210.309997558594,213.289993286133,49280100,207.089202880859
"2020-08-05",214.899993896484,215,211.570007324219,212.940002441406,28806400,206.749389648438
"2020-08-06",212.339996337891,216.369995117188,211.550003051758,216.350006103516,32656800,210.06022644043
"2020-08-07",214.850006103516,215.699996948242,210.929992675781,212.479995727539,27820400,206.302719116211
"2020-08-10",211.669998168945,211.880004882812,206.350006103516,208.25,36716500,202.195739746094
"2020-08-11",207.160003662109,207.649993896484,203.139999389648,203.380004882812,36446500,197.467300415039
"2020-08-12",205.289993286133,210.279998779297,204.75,209.190002441406,28013100,203.1083984375
"2020-08-13",209.440002441406,211.350006103516,208.149993896484,208.699996948242,22588900,202.63264465332
"2020-08-14",208.759994506836,209.589996337891,207.509994506836,208.899993896484,17958900,202.826843261719
"2020-08-17",209.600006103516,211.190002441406,208.919998168945,210.279998779297,20184800,204.16667175293
"2020-08-18",210.529998779297,212.360000610352,209.210006713867,211.490005493164,21336200,205.341537475586
"2020-08-19",211.490005493164,212.100006103516,209.25,209.699996948242,27627600,204.095718383789
"2020-08-20",209.539993286133,215,208.910003662109,214.580001831055,26981500,208.845306396484
"2020-08-21",213.860000610352,216.25,212.850006103516,213.020004272461,36249300,207.326995849609
"2020-08-24",214.789993286133,215.520004272461,212.429992675781,213.690002441406,25460100,207.979110717773
"2020-08-25",213.100006103516,216.610000610352,213.100006103516,216.470001220703,23043700,210.684799194336
"2020-08-26",217.880004882812,222.089996337891,217.360000610352,221.149993896484,39600800,215.239715576172
"2020-08-27",222.889999389648,231.149993896484,219.399993896484,226.580001831055,57602200,220.524612426758
"2020-08-28",228.179992675781,230.639999389648,226.580001831055,228.910003662109,26292900,222.792327880859
"2020-08-31",227,228.699996948242,224.309997558594,225.529998779297,28774200,219.502639770508
"2020-09-01",225.509994506836,227.449996948242,224.429992675781,227.270004272461,25725500,221.196182250977
"2020-09-02",227.970001220703,232.860000610352,227.350006103516,231.649993896484,34080800,225.459121704102
"2020-09-03",229.270004272461,229.309997558594,214.960006713867,217.300003051758,58400300,211.492645263672
"2020-09-04",215.100006103516,218.360000610352,205.190002441406,214.25,59664100,208.524124145508
"2020-09-08",206.5,210.029998779297,202.199996948242,202.660003662109,52924300,197.243896484375
"2020-09-09",207.600006103516,214.839996337891,206.699996948242,211.289993286133,45679000,205.643249511719
"2020-09-10",213.399993896484,214.740005493164,204.110000610352,205.369995117188,35461500,199.881454467773
"2020-09-11",207.199996948242,208.630004882812,201.240005493164,204.029998779297,33620100,198.577239990234
"2020-09-14",204.240005493164,209.199996948242,204.029998779297,205.410003662109,30375800,199.920394897461
"2020-09-15",208.419998168945,209.779998779297,206.929992675781,208.779998779297,21823900,203.200347900391
"2020-09-16",210.619995117188,210.649993896484,204.639999389648,205.050003051758,26328100,199.570037841797
"2020-09-17",200.050003051758,204.330001831055,199.960006713867,202.910003662109,34011300,197.487213134766
"2020-09-18",202.800003051758,203.649993896484,196.25,200.389999389648,55225300,195.034545898438
"2020-09-21",197.190002441406,202.710006713867,196.380004882812,202.539993286133,39839700,197.127075195312
"2020-09-22",205.059997558594,208.100006103516,202.080001831055,207.419998168945,33517100,201.876663208008
"2020-09-23",207.899993896484,208.100006103516,200.029998779297,200.589996337891,30803800,195.229217529297
"2020-09-24",199.850006103516,205.570007324219,199.199996948242,203.190002441406,31202500,197.759704589844
"2020-09-25",203.550003051758,209.039993286133,202.539993286133,207.820007324219,29437300,202.265991210938
"2020-09-28",210.880004882812,212.570007324219,208.059997558594,209.440002441406,32004900,203.842681884766
"2020-09-29",209.350006103516,210.070007324219,206.809997558594,207.259994506836,24221900,201.720947265625
"2020-09-30",207.729995727539,211.979995727539,206.539993286133,210.330001831055,33829100,204.708908081055
"2020-10-01",213.490005493164,213.990005493164,211.320007324219,212.460006713867,27158400,206.781967163086
"2020-10-02",208,210.990005493164,205.539993286133,206.190002441406,33154800,200.679534912109
"2020-10-05",207.220001220703,210.410003662109,206.979995727539,210.380004882812,21331600,204.757553100586
"2020-10-06",208.820007324219,210.179992675781,204.820007324219,205.910003662109,28554300,200.407043457031
"2020-10-07",207.059997558594,210.110000610352,206.720001220703,209.830001831055,25681100,204.222274780273
"2020-10-08",210.509994506836,211.190002441406,208.320007324219,210.580001831055,19925800,204.952224731445
"2020-10-09",211.229995727539,215.860000610352,211.229995727539,215.809997558594,26458000,210.042434692383
"2020-10-12",218.789993286133,223.860000610352,216.809997558594,221.399993896484,40461400,215.48307800293
"2020-10-13",222.720001220703,225.210006713867,220.429992675781,222.860000610352,28950800,216.904006958008
"2020-10-14",223,224.220001220703,219.130004882812,220.860000610352,23421700,214.957489013672
"2020-10-15",217.100006103516,220.360000610352,216.009994506836,219.660003662109,22733100,213.789566040039
"2020-10-16",220.149993896484,222.289993286133,219.320007324219,219.660003662109,26057900,213.789566040039
"2020-10-19",220.419998168945,222.300003051758,213.720001220703,214.220001220703,27625800,208.49494934082
"2020-10-20",215.800003051758,217.369995117188,213.089996337891,214.649993896484,22753500,208.913452148438
"2020-10-21",213.119995117188,216.919998168945,213.119995117188,214.800003051758,22724900,209.059432983398
"2020-10-22",213.929992675781,216.059997558594,211.699996948242,214.889999389648,22351500,209.147018432617
"2020-10-23",215.029998779297,216.279998779297,213.160003662109,216.229995727539,18879600,210.451202392578
"2020-10-26",213.850006103516,216.339996337891,208.100006103516,210.080001831055,37111600,204.465591430664
"2020-10-27",211.589996337891,214.669998168945,210.330001831055,213.25,36700300,207.550842285156
"2020-10-28",207.669998168945,208.839996337891,202.100006103516,202.679992675781,51195600,197.263336181641
"2020-10-29",204.070007324219,207.360000610352,203.369995117188,204.720001220703,31432600,199.248809814453
"2020-10-30",203.5,204.289993286133,199.619995117188,202.470001220703,36953700,197.058959960938
"2020-11-02",204.289993286133,205.279998779297,200.119995117188,202.330001831055,30842200,196.922698974609
"2020-11-03",203.889999389648,208.119995117188,203.119995117188,206.429992675781,27512000,200.913131713867
"2020-11-04",214.020004272461,218.320007324219,212.419998168945,216.389999389648,42311800,210.606918334961
"2020-11-05",222.039993286133,224.119995117188,221.149993896484,223.289993286133,36080100,217.322540283203
"2020-11-06",222.259994506836,224.360000610352,218.029998779297,223.720001220703,25231900,217.74104309082
"2020-11-09",224.440002441406,228.119995117188,217.880004882812,218.389999389648,44395000,212.553497314453
"2020-11-10",214.5,216.5,209.720001220703,211.009994506836,44045100,205.370742797852
"2020-11-11",212.389999389648,218.039993286133,212.199996948242,216.550003051758,29440800,210.762649536133
"2020-11-12",217.210006713867,219.110000610352,214.460006713867,215.440002441406,21593900,209.682342529297
"2020-11-13",216.360000610352,217.419998168945,214.160003662109,216.509994506836,18621100,210.723724365234
"2020-11-16",214.869995117188,217.740005493164,214.520004272461,217.229995727539,24953300,211.42448425293
"2020-11-17",216.100006103516,217.679992675781,214.080001831055,214.460006713867,24154100,208.728530883789
"2020-11-18",213.649993896484,215.169998168945,210.929992675781,211.080001831055,28372800,205.976699829102
"2020-11-19",211.380004882812,213.029998779297,209.929992675781,212.419998168945,24792700,207.284301757812
"2020-11-20",212.199996948242,213.289993286133,210,210.389999389648,22843100,205.303405761719
"2020-11-23",210.949996948242,212.289993286133,208.160003662109,210.110000610352,25683500,205.030151367188
"2020-11-24",209.589996337891,214.25,208.860000610352,213.860000610352,33979700,208.689483642578
"2020-11-25",215.110000610352,215.289993286133,212.460006713867,213.869995117188,21012900,208.69921875
"2020-11-27",214.850006103516,216.270004272461,214.039993286133,215.229995727539,14512200,210.026382446289
"2020-11-30",214.100006103516,214.759994506836,210.839996337891,214.070007324219,33064800,208.894424438477
"2020-12-01",214.509994506836,217.320007324219,213.350006103516,216.210006713867,30904500,210.982681274414
"2020-12-02",214.880004882812,215.470001220703,212.800003051758,215.369995117188,23724500,210.162994384766
"2020-12-03",214.610000610352,216.380004882812,213.649993896484,214.240005493164,25120900,209.060317993164
"2020-12-04",214.220001220703,215.380004882812,213.179992675781,214.360000610352,24666000,209.177398681641
"2020-12-07",214.369995117188,215.539993286133,212.990005493164,214.289993286133,24620000,209.109085083008
"2020-12-08",213.970001220703,216.949996948242,212.889999389648,216.009994506836,23284100,210.787506103516
"2020-12-09",215.160003662109,215.229995727539,211.210006713867,211.800003051758,32440600,206.679275512695
"2020-12-10",211.770004272461,213.080001831055,210.360000610352,210.520004272461,26733300,205.430267333984
"2020-12-11",210.050003051758,213.320007324219,209.110000610352,213.259994506836,30979400,208.10400390625
"2020-12-14",213.100006103516,216.210006713867,212.880004882812,214.199996948242,28798400,209.021255493164
"2020-12-15",215.169998168945,215.419998168945,212.240005493164,214.130004882812,27000600,208.952941894531
"2020-12-16",214.75,220.110000610352,214.720001220703,219.279998779297,35023300,213.978424072266
"2020-12-17",219.869995117188,220.889999389648,217.919998168945,219.419998168945,32515800,214.115097045898
"2020-12-18",218.589996337891,219.690002441406,216.020004272461,218.589996337891,63354900,213.305099487305
"2020-12-21",217.550003051758,224,217.279998779297,222.589996337891,37181900,217.208419799805
"2020-12-22",222.690002441406,225.630004882812,221.850006103516,223.940002441406,22612200,218.525787353516
"2020-12-23",223.110000610352,223.559997558594,220.800003051758,221.020004272461,18699600,215.676391601562
"2020-12-24",221.419998168945,223.610000610352,221.199996948242,222.75,10550600,217.364562988281
"2020-12-28",224.449996948242,226.029998779297,223.020004272461,224.960006713867,17933500,219.521118164062
"2020-12-29",226.309997558594,227.179992675781,223.580001831055,224.149993896484,17403200,218.730712890625
"2020-12-30",225.229995727539,225.630004882812,221.470001220703,221.679992675781,20272300,216.320419311523
"2020-12-31",221.699996948242,223,219.679992675781,222.419998168945,20942100,217.042510986328
"2021-01-04",222.529998779297,223,214.809997558594,217.690002441406,37130100,212.426895141602
"2021-01-05",217.259994506836,218.520004272461,215.699996948242,217.899993896484,23823000,212.631805419922
"2021-01-06",212.169998168945,216.490005493164,211.940002441406,212.25,35930700,207.118423461914
"2021-01-07",214.039993286133,219.339996337891,213.710006713867,218.289993286133,27694500,213.012390136719
"2021-01-08",218.679992675781,220.580001831055,217.029998779297,219.619995117188,22956200,214.310241699219
"2021-01-11",218.470001220703,218.910003662109,216.729995727539,217.490005493164,23031300,212.231735229492
"2021-01-12",216.5,217.100006103516,213.320007324219,214.929992675781,23249300,209.733642578125
"2021-01-13",214.020004272461,216.759994506836,213.929992675781,216.339996337891,20087100,211.109512329102
"2021-01-14",215.910003662109,217.460006713867,212.740005493164,213.020004272461,29480800,207.86979675293
"2021-01-15",213.520004272461,214.509994506836,212.029998779297,212.649993896484,31746500,207.508758544922
"2021-01-19",213.75,216.979995727539,212.630004882812,216.440002441406,30480900,211.207122802734
"2021-01-20",217.699996948242,225.789993286133,217.289993286133,224.339996337891,37777300,218.916122436523
"2021-01-21",224.699996948242,226.300003051758,222.419998168945,224.970001220703,30709400,219.530883789062
"2021-01-22",227.080001831055,230.070007324219,225.800003051758,225.949996948242,30172700,220.487197875977
"2021-01-25",229.119995117188,229.779998779297,224.220001220703,229.529998779297,33152100,223.980621337891
"2021-01-26",231.860000610352,234.179992675781,230.080001831055,232.330001831055,49169600,226.712951660156
"2021-01-27",238,240.440002441406,230.139999389648,232.899993896484,69870600,227.269149780273
"2021-01-28",235.610000610352,242.639999389648,235.089996337891,238.929992675781,49111200,233.153366088867
"2021-01-29",235.990005493164,238.020004272461,231.350006103516,231.960006713867,42503100,226.351898193359
"2021-02-01",235.059997558594,242.5,232.429992675781,239.649993896484,33314200,233.85595703125
"2021-02-02",241.300003051758,242.309997558594,238.690002441406,239.509994506836,25916300,233.719329833984
"2021-02-03",239.570007324219,245.089996337891,239.259994506836,243,27158100,237.124969482422
"2021-02-04",242.660003662109,243.240005493164,240.369995117188,242.009994506836,25296100,236.158920288086
"2021-02-05",242.229995727539,243.279998779297,240.419998168945,242.199996948242,18054800,236.344329833984
"2021-02-08",243.149993896484,243.679992675781,240.809997558594,242.470001220703,22211900,236.607788085938
"2021-02-09",241.869995117188,244.759994506836,241.380004882812,243.770004272461,23565000,237.876388549805
"2021-02-10",245,245.919998168945,240.889999389648,242.820007324219,22186700,236.949340820312
"2021-02-11",244.779998779297,245.149993896484,242.149993896484,244.490005493164,15751100,238.578948974609
"2021-02-12",243.929992675781,245.300003051758,242.729995727539,244.990005493164,16561100,239.06689453125
"2021-02-16",245.029998779297,246.130004882812,242.919998168945,243.699996948242,26728500,237.808044433594
"2021-02-17",241.320007324219,244.309997558594,240.940002441406,244.199996948242,21653500,238.844802856445
"2021-02-18",241.800003051758,243.929992675781,240.860000610352,243.789993286133,16925600,238.443786621094
"2021-02-19",243.75,243.860000610352,240.179992675781,240.970001220703,25262600,235.685623168945
"2021-02-22",237.419998168945,237.929992675781,232.399993896484,234.509994506836,36446900,229.367294311523
"2021-02-23",230.330001831055,234.830001831055,228.729995727539,233.270004272461,30228700,228.154510498047
"2021-02-24",230.009994506836,235.199996948242,229,234.550003051758,26339700,229.406387329102
"2021-02-25",232.080001831055,234.589996337891,227.880004882812,228.990005493164,39542200,223.968368530273
"2021-02-26",231.529998779297,235.369995117188,229.539993286133,232.380004882812,37819200,227.283996582031
"2021-03-01",235.899993896484,237.470001220703,233.149993896484,236.940002441406,25324000,231.744003295898
"2021-03-02",237.009994506836,237.300003051758,233.449996948242,233.869995117188,22812500,228.741317749023
"2021-03-03",232.160003662109,233.580001831055,227.259994506836,227.559997558594,34029500,222.569732666016
"2021-03-04",226.740005493164,232.490005493164,224.259994506836,226.729995727539,44727800,221.757904052734
"2021-03-05",229.520004272461,233.270004272461,226.460006713867,231.600006103516,41872800,226.521133422852
"2021-03-08",231.369995117188,233.369995117188,227.130004882812,227.389999389648,35267400,222.403442382812
"2021-03-09",232.880004882812,235.380004882812,231.669998168945,233.779998779297,33080500,228.653274536133
"2021-03-10",237,237,232.039993286133,232.419998168945,29746800,227.323135375977
"2021-03-11",234.960006713867,239.169998168945,234.309997558594,237.130004882812,29907600,231.929840087891
"2021-03-12",234.009994506836,235.820007324219,233.229995727539,235.75,22653700,230.580093383789
"2021-03-15",234.960006713867,235.190002441406,231.809997558594,234.809997558594,26034900,229.660720825195
"2021-03-16",236.279998779297,240.059997558594,235.940002441406,237.710006713867,28092200,232.497131347656
